28.7967,16.0021,2.6449,0.3918,0.1982,27.7004,22.011,-8.2027,40.092,81.8828,g
31.6036,11.7235,2.5185,0.5303,0.3773,26.2722,23.8238,-9.9574,6.3609,205.261,g
162.052,136.031,4.0612,0.0374,0.0187,116.741,-64.858,-45.216,76.96,256.788,g
23.8172,9.5728,2.3385,0.6147,0.3922,27.2107,-6.4633,-7.1513,10.449,116.737,g
75.1362,30.9205,3.1611,0.3168,0.1832,-5.5277,28.5525,21.8393,4.648,356.462,g
51.624,21.1502,2.9085,0.242,0.134,50.8761,43.1887,9.8145,3.613,238.098,g
48.2468,17.3565,3.0332,0.2529,0.1515,8.573,38.0957,10.5868,4.792,219.087,g
26.7897,13.7595,2.5521,0.4236,0.2174,29.6339,20.456,-2.9292,0.812,237.134,g
96.2327,46.5165,4.154,0.0779,0.039,110.355,85.0486,43.1844,4.854,248.226,g
46.7619,15.1993,2.5786,0.3377,0.1913,24.7548,43.8771,-6.6812,7.875,102.251,g
62.7766,29.9104,3.3331,0.2475,0.1261,-33.9065,57.5848,23.771,9.9144,323.094,g
18.8562,16.46,2.4385,0.5282,0.2933,25.1269,-6.5401,-16.9327,11.461,162.848,g
45.6321,22.71,3.0441,0.2213,0.1215,-18.3986,-20.6427,-14.3164,0.3822,178.255,g
33.1818,12.4655,2.4955,0.4696,0.2412,-17.0341,-22.0762,-8.1803,41.929,41.3816,g
60.458,33.1061,3.1944,0.4679,0.2464,14.3,-33.8765,28.8315,8.292,372.568,g
29.4741,22.4581,2.6258,0.3077,0.174,18.1242,22.7035,13.1673,48.0364,214.126,g
36.1741,17.6865,2.946,0.2865,0.1591,-4.7746,-18.9697,11.3256,0.254,191.455,g
46.2915,16.0328,2.7756,0.3403,0.192,49.9706,33.3653,-12.7979,38.707,75.5234,g
46.0588,18.787,3.2217,0.2431,0.1504,49.2704,34.1066,10.7955,8.686,180.783,g
44.7394,15.6364,2.638,0.3107,0.1715,14.043,37.2246,12.4183,3.251,221.806,g
91.6423,71.8818,3.8484,0.078,0.043,-56.7107,72.3016,60.019,16.622,285.414,g
86.0486,21.8287,3.3587,0.2369,0.1662,-58.7854,57.8212,-18.8093,2.005,302.553,g
90.5299,17.8721,3.033,0.2122,0.108,-57.417,84.6189,14.9662,2.039,272.038,g
20.3836,9.0462,2.3365,0.6359,0.3894,22.27,12.9487,-2.0403,43.0032,66.1667,g
87.2384,27.935,2.8848,0.3155,0.1806,-18.2102,66.6867,-11.3438,4.4265,342.504,g
107.338,29.1356,3.5265,0.1315,0.0683,-47.1175,89.5136,-20.0479,3.312,293.781,g
27.2304,19.2817,2.6375,0.371,0.2039,23.0406,23.3428,9.7216,77.5379,104.283,g
26.7065,18.907,2.6781,0.4281,0.2214,9.1616,18.6858,-11.6888,26.881,63.7637,g
23.5647,9.9926,2.2095,0.5679,0.3364,30.0056,-13.8665,-8.26,26.5328,185.189,g
34.7486,19.2286,2.5629,0.3666,0.1984,30.3637,-16.3092,14.3186,1.521,109.445,g
50.4829,25.9699,3.3194,0.1941,0.1133,32.1193,39.0162,-18.1839,22.471,141.601,g
87.4217,26.7866,3.4231,0.2809,0.1761,10.4779,68.3446,-24.0948,0.3647,371.79,g
34.9205,15.9621,2.8457,0.3267,0.1762,15.8025,11.8249,11.9768,9.59,154.712,g
28.6609,19.1223,2.8609,0.3402,0.1894,-10.3243,-23.1846,11.4633,20.7574,199.059,g
75.2057,31.6833,3.1334,0.192,0.0997,-58.1243,43.08,10.3219,1.5926,282.915,g
84.61,36.4657,3.6809,0.1393,0.0714,54.4505,86.0228,16.1472,17.575,258.597,g
45.6094,20.8103,3.0438,0.226,0.1162,-0.5056,37.7755,-9.2036,4.25,165.582,g
37.742,24.3346,3.0404,0.2478,0.1508,5.998,34.4104,13.7756,24.216,131.601,g
38.1817,15.9235,2.6906,0.3262,0.1662,10.1326,26.1095,-3.1071,2.572,177.008,g
73.6263,35.582,3.4533,0.2493,0.1333,-48.0377,42.6119,-26.2742,4.471,372.317,g
63.3453,24.3855,3.4233,0.2339,0.1375,-48.6381,-19.4147,16.9773,0.64,291.553,g
16.7608,11.3962,2.2989,0.5829,0.3291,-0.8645,5.0177,-5.7427,62.618,169.688,g
27.6746,18.9149,2.5422,0.3759,0.2224,30.937,20.242,15.143,19.3719,223.241,g
13.2617,10.7145,2.1319,0.7823,0.4096,14.7178,2.4666,-11.8517,68.604,107.851,g
61.6463,21.171,3.4303,0.2112,0.1086,54.8329,52.4882,-18.9858,4.2131,234.581,g
18.6533,15.1674,2.4338,0.523,0.337,-4.2971,16.0316,8.0971,4.7998,55.7509,g
38.1627,25.1091,3.1041,0.247,0.1279,37.2749,22.8564,16.227,5.5119,188.124,g
12.974,10.9058,2.1021,0.7431,0.4704,13.7506,-6.2434,-6.5973,42.2408,168.245,g
